Geo_FIPS,Geo_NAME,Geo_QName,pop_18_in_poverty
49013,Duchesne County,"Duchesne County, Utah",1095
49015,Emery County,"Emery County, Utah",501
49017,Garfield County,"Garfield County, Utah",350
49019,Grand County,"Grand County, Utah",237
49021,Iron County,"Iron County, Utah",2551
49023,Juab County,"Juab County, Utah",681
49025,Kane County,"Kane County, Utah",192
49027,Millard County,"Millard County, Utah",740
49029,Morgan County,"Morgan County, Utah",48
49031,Piute County,"Piute County, Utah",100
49033,Rich County,"Rich County, Utah",101
49035,Salt Lake County,"Salt Lake County, Utah",33952
49037,San Juan County,"San Juan County, Utah",1356
49039,Sanpete County,"Sanpete County, Utah",1225
49041,Sevier County,"Sevier County, Utah",1281
49043,Summit County,"Summit County, Utah",591
49045,Tooele County,"Tooele County, Utah",1345
49047,Uintah County,"Uintah County, Utah",1831
49049,Utah County,"Utah County, Utah",19014
49051,Wasatch County,"Wasatch County, Utah",689
49053,Washington County,"Washington County, Utah",6763
49055,Wayne County,"Wayne County, Utah",56
49057,Weber County,"Weber County, Utah",8844
50001,Addison County,"Addison County, Vermont",532
50003,Bennington County,"Bennington County, Vermont",990
50005,Caledonia County,"Caledonia County, Vermont",1056
50007,Chittenden County,"Chittenden County, Vermont",3642
50009,Essex County,"Essex County, Vermont",223
50011,Franklin County,"Franklin County, Vermont",849
50013,Grand Isle County,"Grand Isle County, Vermont",98
50015,Lamoille County,"Lamoille County, Vermont",943
50017,Orange County,"Orange County, Vermont",631
50019,Orleans County,"Orleans County, Vermont",756
50021,Rutland County,"Rutland County, Vermont",1101
50023,Washington County,"Washington County, Vermont",1656
50025,Windham County,"Windham County, Vermont",1359
50027,Windsor County,"Windsor County, Vermont",999
51001,Accomack County,"Accomack County, Virginia",2260
51003,Albemarle County,"Albemarle County, Virginia",2290
51005,Alleghany County,"Alleghany County, Virginia",881
51007,Amelia County,"Amelia County, Virginia",368
51009,Amherst County,"Amherst County, Virginia",1219
51011,Appomattox County,"Appomattox County, Virginia",759
51013,Arlington County,"Arlington County, Virginia",2717
51015,Augusta County,"Augusta County, Virginia",1660
51017,Bath County,"Bath County, Virginia",39
51019,Bedford County,"Bedford County, Virginia",1697
51021,Bland County,"Bland County, Virginia",126
51023,Botetourt County,"Botetourt County, Virginia",519
51025,Brunswick County,"Brunswick County, Virginia",896
51027,Buchanan County,"Buchanan County, Virginia",1560
51029,Buckingham County,"Buckingham County, Virginia",644
51031,Campbell County,"Campbell County, Virginia",1530
51033,Caroline County,"Caroline County, Virginia",790
51035,Carroll County,"Carroll County, Virginia",895
51036,Charles City County,"Charles City County, Virginia",213
51037,Charlotte County,"Charlotte County, Virginia",934
51041,Chesterfield County,"Chesterfield County, Virginia",7030
51043,Clarke County,"Clarke County, Virginia",300
51045,Craig County,"Craig County, Virginia",86
51047,Culpeper County,"Culpeper County, Virginia",915
51049,Cumberland County,"Cumberland County, Virginia",582
51051,Dickenson County,"Dickenson County, Virginia",1056
51053,Dinwiddie County,"Dinwiddie County, Virginia",902
51057,Essex County,"Essex County, Virginia",565
51059,Fairfax County,"Fairfax County, Virginia",20768
51061,Fauquier County,"Fauquier County, Virginia",1173
51063,Floyd County,"Floyd County, Virginia",279
51065,Fluvanna County,"Fluvanna County, Virginia",315
51067,Franklin County,"Franklin County, Virginia",2472
51069,Frederick County,"Frederick County, Virginia",1502
51071,Giles County,"Giles County, Virginia",464
51073,Gloucester County,"Gloucester County, Virginia",984
51075,Goochland County,"Goochland County, Virginia",199
51077,Grayson County,"Grayson County, Virginia",1032
51079,Greene County,"Greene County, Virginia",227
51081,Greensville County,"Greensville County, Virginia",518
51083,Halifax County,"Halifax County, Virginia",1088
51085,Hanover County,"Hanover County, Virginia",1482
51087,Henrico County,"Henrico County, Virginia",10030
51089,Henry County,"Henry County, Virginia",2958
51091,Highland County,"Highland County, Virginia",36
51093,Isle of Wight County,"Isle of Wight County, Virginia",1360
51095,James City County,"James City County, Virginia",1485
51097,King and Queen County,"King and Queen County, Virginia",273
51099,King George County,"King George County, Virginia",437
51101,King William County,"King William County, Virginia",665
51103,Lancaster County,"Lancaster County, Virginia",238
51105,Lee County,"Lee County, Virginia",1700
51107,Loudoun County,"Loudoun County, Virginia",3582
51109,Louisa County,"Louisa County, Virginia",1034
51111,Lunenburg County,"Lunenburg County, Virginia",622
51113,Madison County,"Madison County, Virginia",123
51115,Mathews County,"Mathews County, Virginia",265
51117,Mecklenburg County,"Mecklenburg County, Virginia",1586
51119,Middlesex County,"Middlesex County, Virginia",160
51121,Montgomery County,"Montgomery County, Virginia",2167
51125,Nelson County,"Nelson County, Virginia",522
51127,New Kent County,"New Kent County, Virginia",485
51131,Northampton County,"Northampton County, Virginia",780
51133,Northumberland County,"Northumberland County, Virginia",525
51135,Nottoway County,"Nottoway County, Virginia",549
51137,Orange County,"Orange County, Virginia",1028
51139,Page County,"Page County, Virginia",1086
51141,Patrick County,"Patrick County, Virginia",792
51143,Pittsylvania County,"Pittsylvania County, Virginia",3163
51145,Powhatan County,"Powhatan County, Virginia",268
51147,Prince Edward County,"Prince Edward County, Virginia",634
51149,Prince George County,"Prince George County, Virginia",953
51153,Prince William County,"Prince William County, Virginia",11195
51155,Pulaski County,"Pulaski County, Virginia",1424
51157,Rappahannock County,"Rappahannock County, Virginia",104
51159,Richmond County,"Richmond County, Virginia",428
51161,Roanoke County,"Roanoke County, Virginia",1576
51163,Rockbridge County,"Rockbridge County, Virginia",847
51165,Rockingham County,"Rockingham County, Virginia",1730
51167,Russell County,"Russell County, Virginia",1173
51169,Scott County,"Scott County, Virginia",647
51171,Shenandoah County,"Shenandoah County, Virginia",1415
51173,Smyth County,"Smyth County, Virginia",1526
51175,Southampton County,"Southampton County, Virginia",461
51177,Spotsylvania County,"Spotsylvania County, Virginia",2931
51179,Stafford County,"Stafford County, Virginia",1979
51181,Surry County,"Surry County, Virginia",257
51183,Sussex County,"Sussex County, Virginia",315
51185,Tazewell County,"Tazewell County, Virginia",2116
51187,Warren County,"Warren County, Virginia",1329
51191,Washington County,"Washington County, Virginia",2046
51193,Westmoreland County,"Westmoreland County, Virginia",644
51195,Wise County,"Wise County, Virginia",2093
51197,Wythe County,"Wythe County, Virginia",1159
51199,York County,"York County, Virginia",996
51510,Alexandria city,"Alexandria city, Virginia",5345
51520,Bristol city,"Bristol city, Virginia",1358
51530,Buena Vista city,"Buena Vista city, Virginia",449
51540,Charlottesville city,"Charlottesville city, Virginia",1492
51550,Chesapeake city,"Chesapeake city, Virginia",8540
51570,Colonial Heights city,"Colonial Heights city, Virginia",628
51580,Covington city,"Covington city, Virginia",237
51590,Danville city,"Danville city, Virginia",2933
51595,Emporia city,"Emporia city, Virginia",650
51600,Fairfax city,"Fairfax city, Virginia",373
51610,Falls Church city,"Falls Church city, Virginia",78
51620,Franklin city,"Franklin city, Virginia",466
51630,Fredericksburg city,"Fredericksburg city, Virginia",1185
51640,Galax city,"Galax city, Virginia",470
51650,Hampton city,"Hampton city, Virginia",6465
51660,Harrisonburg city,"Harrisonburg city, Virginia",1581
51670,Hopewell city,"Hopewell city, Virginia",2112
51678,Lexington city,"Lexington city, Virginia",126
51680,Lynchburg city,"Lynchburg city, Virginia",3463
51683,Manassas city,"Manassas city, Virginia",1256
51685,Manassas Park city,"Manassas Park city, Virginia",417
51690,Martinsville city,"Martinsville city, Virginia",1168
51700,Newport News city,"Newport News city, Virginia",9095
51710,Norfolk city,"Norfolk city, Virginia",13482
51720,Norton city,"Norton city, Virginia",409
51730,Petersburg city,"Petersburg city, Virginia",2377
51735,Poquoson city,"Poquoson city, Virginia",249
51740,Portsmouth city,"Portsmouth city, Virginia",6255
51750,Radford city,"Radford city, Virginia",285
51760,Richmond city,"Richmond city, Virginia",14402
51770,Roanoke city,"Roanoke city, Virginia",6770
51775,Salem city,"Salem city, Virginia",607
51790,Staunton city,"Staunton city, Virginia",495
51800,Suffolk city,"Suffolk city, Virginia",3463
51810,Virginia Beach city,"Virginia Beach city, Virginia",10105
51820,Waynesboro city,"Waynesboro city, Virginia",1360
51830,Williamsburg city,"Williamsburg city, Virginia",247
51840,Winchester city,"Winchester city, Virginia",1581
53001,Adams County,"Adams County, Washington",2408
53003,Asotin County,"Asotin County, Washington",709
53005,Benton County,"Benton County, Washington",9152
53007,Chelan County,"Chelan County, Washington",3009
53009,Clallam County,"Clallam County, Washington",2931
53011,Clark County,"Clark County, Washington",13283
53013,Columbia County,"Columbia County, Washington",75
53015,Cowlitz County,"Cowlitz County, Washington",4307
53017,Douglas County,"Douglas County, Washington",1739
53019,Ferry County,"Ferry County, Washington",202
53021,Franklin County,"Franklin County, Washington",6385
53023,Garfield County,"Garfield County, Washington",86
53025,Grant County,"Grant County, Washington",5671
53027,Grays Harbor County,"Grays Harbor County, Washington",2941
53029,Island County,"Island County, Washington",1462
53031,Jefferson County,"Jefferson County, Washington",838
53033,King County,"King County, Washington",45869
53035,Kitsap County,"Kitsap County, Washington",5507
53037,Kittitas County,"Kittitas County, Washington",747
53039,Klickitat County,"Klickitat County, Washington",729
53041,Lewis County,"Lewis County, Washington",2493
53043,Lincoln County,"Lincoln County, Washington",491
53045,Mason County,"Mason County, Washington",2810
53047,Okanogan County,"Okanogan County, Washington",2522
53049,Pacific County,"Pacific County, Washington",678
53051,Pend Oreille County,"Pend Oreille County, Washington",378
53053,Pierce County,"Pierce County, Washington",27167
53055,San Juan County,"San Juan County, Washington",265
53057,Skagit County,"Skagit County, Washington",4328
53059,Skamania County,"Skamania County, Washington",486
53061,Snohomish County,"Snohomish County, Washington",15786
53063,Spokane County,"Spokane County, Washington",18127
53065,Stevens County,"Stevens County, Washington",1643
53067,Thurston County,"Thurston County, Washington",7430
53069,Wahkiakum County,"Wahkiakum County, Washington",26
53071,Walla Walla County,"Walla Walla County, Washington",1975
53073,Whatcom County,"Whatcom County, Washington",4815
53075,Whitman County,"Whitman County, Washington",1095
53077,Yakima County,"Yakima County, Washington",18709
54001,Barbour County,"Barbour County, West Virginia",980
54003,Berkeley County,"Berkeley County, West Virginia",4769
54005,Boone County,"Boone County, West Virginia",1513
54007,Braxton County,"Braxton County, West Virginia",1025
54009,Brooke County,"Brooke County, West Virginia",685
54011,Cabell County,"Cabell County, West Virginia",4730
54013,Calhoun County,"Calhoun County, West Virginia",374
54015,Clay County,"Clay County, West Virginia",657
54017,Doddridge County,"Doddridge County, West Virginia",233
54019,Fayette County,"Fayette County, West Virginia",2617
54021,Gilmer County,"Gilmer County, West Virginia",176
54023,Grant County,"Grant County, West Virginia",204
54025,Greenbrier County,"Greenbrier County, West Virginia",1453
54027,Hampshire County,"Hampshire County, West Virginia",1226
54029,Hancock County,"Hancock County, West Virginia",1175
54031,Hardy County,"Hardy County, West Virginia",790
54033,Harrison County,"Harrison County, West Virginia",2767
54035,Jackson County,"Jackson County, West Virginia",1524
54037,Jefferson County,"Jefferson County, West Virginia",1531
54039,Kanawha County,"Kanawha County, West Virginia",8921
54041,Lewis County,"Lewis County, West Virginia",1161
54043,Lincoln County,"Lincoln County, West Virginia",1681
54045,Logan County,"Logan County, West Virginia",2205
54047,McDowell County,"McDowell County, West Virginia",1699
54049,Marion County,"Marion County, West Virginia",2607
54051,Marshall County,"Marshall County, West Virginia",1277
54053,Mason County,"Mason County, West Virginia",1327
54055,Mercer County,"Mercer County, West Virginia",3301
54057,Mineral County,"Mineral County, West Virginia",941
54059,Mingo County,"Mingo County, West Virginia",2101
54061,Monongalia County,"Monongalia County, West Virginia",2522
54063,Monroe County,"Monroe County, West Virginia",544
54065,Morgan County,"Morgan County, West Virginia",228
54067,Nicholas County,"Nicholas County, West Virginia",1447
54069,Ohio County,"Ohio County, West Virginia",1000
54071,Pendleton County,"Pendleton County, West Virginia",283
54073,Pleasants County,"Pleasants County, West Virginia",194
54075,Pocahontas County,"Pocahontas County, West Virginia",432
54077,Preston County,"Preston County, West Virginia",1392
54079,Putnam County,"Putnam County, West Virginia",1483
54081,Raleigh County,"Raleigh County, West Virginia",4199
54083,Randolph County,"Randolph County, West Virginia",1286
54085,Ritchie County,"Ritchie County, West Virginia",611
54087,Roane County,"Roane County, West Virginia",663
54089,Summers County,"Summers County, West Virginia",720
54091,Taylor County,"Taylor County, West Virginia",941
54093,Tucker County,"Tucker County, West Virginia",189
54095,Tyler County,"Tyler County, West Virginia",350
54097,Upshur County,"Upshur County, West Virginia",1408
54099,Wayne County,"Wayne County, West Virginia",2622
54101,Webster County,"Webster County, West Virginia",628
54103,Wetzel County,"Wetzel County, West Virginia",1036
54105,Wirt County,"Wirt County, West Virginia",285
54107,Wood County,"Wood County, West Virginia",4295
54109,Wyoming County,"Wyoming County, West Virginia",1250
55001,Adams County,"Adams County, Wisconsin",646
55003,Ashland County,"Ashland County, Wisconsin",829
55005,Barron County,"Barron County, Wisconsin",1332
55007,Bayfield County,"Bayfield County, Wisconsin",446
55009,Brown County,"Brown County, Wisconsin",7899
55011,Buffalo County,"Buffalo County, Wisconsin",273
55013,Burnett County,"Burnett County, Wisconsin",514
55015,Calumet County,"Calumet County, Wisconsin",1017
55017,Chippewa County,"Chippewa County, Wisconsin",2008
55019,Clark County,"Clark County, Wisconsin",1668
55021,Columbia County,"Columbia County, Wisconsin",1018
55023,Crawford County,"Crawford County, Wisconsin",584
55025,Dane County,"Dane County, Wisconsin",9395
55027,Dodge County,"Dodge County, Wisconsin",1921
55029,Door County,"Door County, Wisconsin",400
55031,Douglas County,"Douglas County, Wisconsin",1183
55033,Dunn County,"Dunn County, Wisconsin",1002
55035,Eau Claire County,"Eau Claire County, Wisconsin",2615
55037,Florence County,"Florence County, Wisconsin",68
55039,Fond du Lac County,"Fond du Lac County, Wisconsin",2397
55041,Forest County,"Forest County, Wisconsin",440
55043,Grant County,"Grant County, Wisconsin",1602
55045,Green County,"Green County, Wisconsin",746
55047,Green Lake County,"Green Lake County, Wisconsin",698
55049,Iowa County,"Iowa County, Wisconsin",452
55051,Iron County,"Iron County, Wisconsin",157
55053,Jackson County,"Jackson County, Wisconsin",658
55055,Jefferson County,"Jefferson County, Wisconsin",1831
55057,Juneau County,"Juneau County, Wisconsin",1246
55059,Kenosha County,"Kenosha County, Wisconsin",7031
55061,Kewaunee County,"Kewaunee County, Wisconsin",335
55063,La Crosse County,"La Crosse County, Wisconsin",1943
55065,Lafayette County,"Lafayette County, Wisconsin",623
55067,Langlade County,"Langlade County, Wisconsin",737
55069,Lincoln County,"Lincoln County, Wisconsin",470
55071,Manitowoc County,"Manitowoc County, Wisconsin",2270
55073,Marathon County,"Marathon County, Wisconsin",3890
55075,Marinette County,"Marinette County, Wisconsin",1455
55077,Marquette County,"Marquette County, Wisconsin",380
55078,Menominee County,"Menominee County, Wisconsin",790
55079,Milwaukee County,"Milwaukee County, Wisconsin",62036
55081,Monroe County,"Monroe County, Wisconsin",1935
55083,Oconto County,"Oconto County, Wisconsin",946
55085,Oneida County,"Oneida County, Wisconsin",602
55087,Outagamie County,"Outagamie County, Wisconsin",4766
55089,Ozaukee County,"Ozaukee County, Wisconsin",1098
55091,Pepin County,"Pepin County, Wisconsin",238
55093,Pierce County,"Pierce County, Wisconsin",564
55095,Polk County,"Polk County, Wisconsin",1163
55097,Portage County,"Portage County, Wisconsin",1329
55099,Price County,"Price County, Wisconsin",388
55101,Racine County,"Racine County, Wisconsin",8290
55103,Richland County,"Richland County, Wisconsin",700
55105,Rock County,"Rock County, Wisconsin",7216
55107,Rusk County,"Rusk County, Wisconsin",441
55109,St. Croix County,"St. Croix County, Wisconsin",1403
55111,Sauk County,"Sauk County, Wisconsin",2181
55113,Sawyer County,"Sawyer County, Wisconsin",821
55115,Shawano County,"Shawano County, Wisconsin",1436
55117,Sheboygan County,"Sheboygan County, Wisconsin",2345
55119,Taylor County,"Taylor County, Wisconsin",575
55121,Trempealeau County,"Trempealeau County, Wisconsin",660
55123,Vernon County,"Vernon County, Wisconsin",1904
55125,Vilas County,"Vilas County, Wisconsin",560
55127,Walworth County,"Walworth County, Wisconsin",2096
55129,Washburn County,"Washburn County, Wisconsin",669
55131,Washington County,"Washington County, Wisconsin",1487
55133,Waukesha County,"Waukesha County, Wisconsin",4807
55135,Waupaca County,"Waupaca County, Wisconsin",1599
55137,Waushara County,"Waushara County, Wisconsin",728
55139,Winnebago County,"Winnebago County, Wisconsin",4861
55141,Wood County,"Wood County, Wisconsin",2072
56001,Albany County,"Albany County, Wyoming",687
56003,Big Horn County,"Big Horn County, Wyoming",493
56005,Campbell County,"Campbell County, Wyoming",2130
56007,Carbon County,"Carbon County, Wyoming",507
56009,Converse County,"Converse County, Wyoming",453
56011,Crook County,"Crook County, Wyoming",37
56013,Fremont County,"Fremont County, Wyoming",1638
56015,Goshen County,"Goshen County, Wyoming",410
56017,Hot Springs County,"Hot Springs County, Wyoming",174
56019,Johnson County,"Johnson County, Wyoming",283
56021,Laramie County,"Laramie County, Wyoming",2780
56023,Lincoln County,"Lincoln County, Wyoming",477
56025,Natrona County,"Natrona County, Wyoming",1965
56027,Niobrara County,"Niobrara County, Wyoming",113
56029,Park County,"Park County, Wyoming",581
56031,Platte County,"Platte County, Wyoming",368
56033,Sheridan County,"Sheridan County, Wyoming",338
56035,Sublette County,"Sublette County, Wyoming",383
56037,Sweetwater County,"Sweetwater County, Wyoming",1554
56039,Teton County,"Teton County, Wyoming",132
56041,Uinta County,"Uinta County, Wyoming",766
56043,Washakie County,"Washakie County, Wyoming",311
56045,Weston County,"Weston County, Wyoming",277
72001,Adjuntas Municipio,"Adjuntas Municipio, Puerto Rico",2712
72003,Aguada Municipio,"Aguada Municipio, Puerto Rico",3909
72005,Aguadilla Municipio,"Aguadilla Municipio, Puerto Rico",6549
72007,Aguas Buenas Municipio,"Aguas Buenas Municipio, Puerto Rico",3331
72009,Aibonito Municipio,"Aibonito Municipio, Puerto Rico",2701
72011,Añasco Municipio,"Añasco Municipio, Puerto Rico",2732
72013,Arecibo Municipio,"Arecibo Municipio, Puerto Rico",9755
72015,Arroyo Municipio,"Arroyo Municipio, Puerto Rico",2937
72017,Barceloneta Municipio,"Barceloneta Municipio, Puerto Rico",3139
72019,Barranquitas Municipio,"Barranquitas Municipio, Puerto Rico",4547
72021,Bayamón Municipio,"Bayamón Municipio, Puerto Rico",16108
72023,Cabo Rojo Municipio,"Cabo Rojo Municipio, Puerto Rico",5358
72025,Caguas Municipio,"Caguas Municipio, Puerto Rico",11943
72027,Camuy Municipio,"Camuy Municipio, Puerto Rico",4023
72029,Canóvanas Municipio,"Canóvanas Municipio, Puerto Rico",4974
72031,Carolina Municipio,"Carolina Municipio, Puerto Rico",12740
72033,Cataño Municipio,"Cataño Municipio, Puerto Rico",3090
72035,Cayey Municipio,"Cayey Municipio, Puerto Rico",4614
72037,Ceiba Municipio,"Ceiba Municipio, Puerto Rico",1174
72039,Ciales Municipio,"Ciales Municipio, Puerto Rico",2029
72041,Cidra Municipio,"Cidra Municipio, Puerto Rico",4338
72043,Coamo Municipio,"Coamo Municipio, Puerto Rico",4451
72045,Comerío Municipio,"Comerío Municipio, Puerto Rico",2678
72047,Corozal Municipio,"Corozal Municipio, Puerto Rico",4843
72049,Culebra Municipio,"Culebra Municipio, Puerto Rico",106
72051,Dorado Municipio,"Dorado Municipio, Puerto Rico",2788
72053,Fajardo Municipio,"Fajardo Municipio, Puerto Rico",3779
72054,Florida Municipio,"Florida Municipio, Puerto Rico",1765
72055,Guánica Municipio,"Guánica Municipio, Puerto Rico",2529
72057,Guayama Municipio,"Guayama Municipio, Puerto Rico",5474
72059,Guayanilla Municipio,"Guayanilla Municipio, Puerto Rico",2849
72061,Guaynabo Municipio,"Guaynabo Municipio, Puerto Rico",5096
72063,Gurabo Municipio,"Gurabo Municipio, Puerto Rico",3331
72065,Hatillo Municipio,"Hatillo Municipio, Puerto Rico",3650
72067,Hormigueros Municipio,"Hormigueros Municipio, Puerto Rico",1620
72069,Humacao Municipio,"Humacao Municipio, Puerto Rico",6040
72071,Isabela Municipio,"Isabela Municipio, Puerto Rico",4986
72073,Jayuya Municipio,"Jayuya Municipio, Puerto Rico",2354
72075,Juana Díaz Municipio,"Juana Díaz Municipio, Puerto Rico",5528
72077,Juncos Municipio,"Juncos Municipio, Puerto Rico",4697
72079,Lajas Municipio,"Lajas Municipio, Puerto Rico",3426
72081,Lares Municipio,"Lares Municipio, Puerto Rico",3115
72083,Las Marías Municipio,"Las Marías Municipio, Puerto Rico",1103
72085,Las Piedras Municipio,"Las Piedras Municipio, Puerto Rico",3862
72087,Loíza Municipio,"Loíza Municipio, Puerto Rico",3607
72089,Luquillo Municipio,"Luquillo Municipio, Puerto Rico",1990
72091,Manatí Municipio,"Manatí Municipio, Puerto Rico",4483
72093,Maricao Municipio,"Maricao Municipio, Puerto Rico",951
72095,Maunabo Municipio,"Maunabo Municipio, Puerto Rico",1157
72097,Mayagüez Municipio,"Mayagüez Municipio, Puerto Rico",9361
72099,Moca Municipio,"Moca Municipio, Puerto Rico",4528
72101,Morovis Municipio,"Morovis Municipio, Puerto Rico",3503
72103,Naguabo Municipio,"Naguabo Municipio, Puerto Rico",4009
72105,Naranjito Municipio,"Naranjito Municipio, Puerto Rico",3156
72107,Orocovis Municipio,"Orocovis Municipio, Puerto Rico",3021
72109,Patillas Municipio,"Patillas Municipio, Puerto Rico",2032
72111,Peñuelas Municipio,"Peñuelas Municipio, Puerto Rico",3331
72113,Ponce Municipio,"Ponce Municipio, Puerto Rico",19303
72115,Quebradillas Municipio,"Quebradillas Municipio, Puerto Rico",2881
72117,Rincón Municipio,"Rincón Municipio, Puerto Rico",1377
72119,Río Grande Municipio,"Río Grande Municipio, Puerto Rico",4820
72121,Sabana Grande Municipio,"Sabana Grande Municipio, Puerto Rico",1967
72123,Salinas Municipio,"Salinas Municipio, Puerto Rico",4159
72125,San Germán Municipio,"San Germán Municipio, Puerto Rico",3767
72127,San Juan Municipio,"San Juan Municipio, Puerto Rico",36099
72129,San Lorenzo Municipio,"San Lorenzo Municipio, Puerto Rico",3997
72131,San Sebastián Municipio,"San Sebastián Municipio, Puerto Rico",4784
72133,Santa Isabel Municipio,"Santa Isabel Municipio, Puerto Rico",2708
72135,Toa Alta Municipio,"Toa Alta Municipio, Puerto Rico",5233
72137,Toa Baja Municipio,"Toa Baja Municipio, Puerto Rico",7193
72139,Trujillo Alto Municipio,"Trujillo Alto Municipio, Puerto Rico",5350
72141,Utuado Municipio,"Utuado Municipio, Puerto Rico",3473
72143,Vega Alta Municipio,"Vega Alta Municipio, Puerto Rico",4458
72145,Vega Baja Municipio,"Vega Baja Municipio, Puerto Rico",5524
72147,Vieques Municipio,"Vieques Municipio, Puerto Rico",1377
72149,Villalba Municipio,"Villalba Municipio, Puerto Rico",2994
72151,Yabucoa Municipio,"Yabucoa Municipio, Puerto Rico",4258
72153,Yauco Municipio,"Yauco Municipio, Puerto Rico",4037
